13:11:59.802 logback [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
13:11:59.947 logback [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
13:12:00.099 logback [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@53b3ba59: startup date [Wed Oct 31 13:11:56 GMT 2018]; root of context hierarchy
13:12:00.123 logback [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/toLogin] onto handler of type [class org.springframework.web.servlet.mvc.ParameterizableViewController]
13:12:00.133 logback [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
13:12:00.133 logback [restartedMain] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
13:12:00.174 logback [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
13:12:00.386 logback [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
13:12:00.431 logback [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
13:12:00.433 logback [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'statFilter' has been autodetected for JMX exposure
13:12:00.433 logback [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
13:12:00.439 logback [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.spring.boot.autoconfigure:name=dataSource,type=DruidDataSourceWrapper]
13:12:00.440 logback [restartedMain] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter]
13:12:00.451 logback [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
13:12:00.463 logback [restartedMain] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found {0} custom documentation plugin(s)
13:12:00.470 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
13:12:00.473 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addArticle was back-controller
13:12:00.474 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addArticle belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.474 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method updateArticlePicture was back-controller
13:12:00.474 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: updateArticlePicture belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.475 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method changeArticleCategory was back-controller
13:12:00.475 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: changeArticleCategory belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.475 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method deleteArticle was back-controller
13:12:00.475 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: deleteArticle belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.476 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method updateArticle was back-controller
13:12:00.476 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: updateArticle belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.476 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getArticleDtoById was back-controller
13:12:00.476 logback [restartedMain] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getArticleDtoById belongs to groups: [[ResourceGroup{groupName='back-controller', position=0, controller=com.springboot.blog.controller.BackController}]] 
13:12:00.477 logback [restartedMain] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method updateCategoryInfo was back-controller
